Temperature: 17
Humidity: 25
Water amount: 986451
Animals:
1. Name: tiger, Species: Carnivore, Food Chain Level: Tertiary, Energy: 130, Average Lifespan: 87600 hours, Age: 44808 hours, Count: 1
2367. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2368. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2369. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2370. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2371. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2372. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2373. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2374. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2375. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2376. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2377. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2378. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2379. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2380. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2381. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2382. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2383. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2384. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2385. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2386. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2387. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2388. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2389. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2390. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2391. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2392. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2393. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2394. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2395. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2396. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2397. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2398. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2399. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2400. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2401. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2402. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2403. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2404. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2405. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2406. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2407. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2408. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2409. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2410. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2411. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2412. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2413. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2414. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2415. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2416. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2417. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2418. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2419. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2420. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2421. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2422. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2423. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2424. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2425. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2426. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2427. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2428. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2429. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2430. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2431. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2432. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2433. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2434. Name: grass, Growth Level: 14, Water Needs: 1 per day, Optimal Temperature: 16 degrees, Count: 1
2435. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2436. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2437. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2438. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2439. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2440. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2441. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2442. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2443. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2444. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2445. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2446. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2447. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2448. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2449. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2450. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2451. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2452. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2453. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2454. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2455. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2456. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2457. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2458. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2459. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2460. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2461. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2462. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2463. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2464. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2465. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2466. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2467. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2468. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2469. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2470. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2471. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2472. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2473. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2474. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2475. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2476. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2477. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2478. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2479. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2480. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2481. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2482. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2483. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2484. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2485. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2486. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2487. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2488. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2489. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2490. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2491. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2492. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2493. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2494. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2495. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2496. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2497. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2498. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2499. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2500. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2501. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2502. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2503. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2504. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2505. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2506. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2507. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2508. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2509. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2510. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2511. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2512. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2513. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2514. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2515. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2516. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2517. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2518. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2519. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2520. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2521. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2522. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2523. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2524. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2525. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2526. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2527. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2528. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2529. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2530. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2531. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2532. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2533. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2534. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2535. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2536. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2537. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2538. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2539. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2540. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2541. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2542. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2543. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2544. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2545. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2546. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2547. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2548. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2549. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2550. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2551. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2552. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2553. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2554. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2555. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2556. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2557. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2558. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2559. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2560. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2561. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2562. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2563. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2564. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2565. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2566. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2567. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2568. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2569. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2570. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2571. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2572. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2573. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2574. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2575. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2576. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2577. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2578. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2579. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2580. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2581. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2582. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2583. Name: blueberry, Growth Level: 4, Water Needs: 2 per day, Optimal Temperature: 13 degrees, Count: 1
2584. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2585. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2586. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2587. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2588. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2589. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2590. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2591. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2592. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2593. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2594. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2595. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2596. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2597. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2598. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2599. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2600. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2601. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2602. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2603. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2604. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2605. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2606. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2607. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2608. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2609. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2610. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2611. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2612. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2613. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2614. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2615. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2616. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2617. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2618. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2619. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2620. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2621. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2622. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2623. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2624. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
2625. Name: mushroom, Growth Level: 4, Water Needs: 1 per day, Optimal Temperature: 14 degrees, Count: 1
